Date,Time,Content,From
25/06/20, 12:17:28 PM, see white looks cool know.... i only told her to buy white 🙃, $h@lin!
25/06/20, 12:17:52 PM, ha, Mr. Buddy
25/06/20, 12:17:55 PM, nice, Mr. Buddy
25/06/20, 12:18:11 PM, she bought it for just 62k, $h@lin!
25/06/20, 12:18:47 PM, she exchanged the phone and some bank offer, $h@lin!
25/06/20, 12:18:54 PM, u also buy🤪, $h@lin!
25/06/20, 12:19:28 PM, still playing?, $h@lin!
25/06/20, 12:23:52 PM, no i'm not evening oly, Mr. Buddy
25/06/20, 12:27:21 PM, 😯, $h@lin!
25/06/20, 12:34:55 PM, ??!!?, Mr. Buddy
25/06/20, 12:35:06 PM, kuch nahi, $h@lin!
25/06/20, 12:51:52 PM, 😶😶😶, Mr. Buddy
25/06/20, 12:55:06 PM, i’m not able to concentrate on work, $h@lin!
25/06/20, 12:55:35 PM, just wasting time by watching something and always sleeping 😩, $h@lin!
25/06/20, 1:05:59 PM, no problem....., Mr. Buddy
25/06/20, 1:06:12 PM, what's the issue, Mr. Buddy
25/06/20, 1:06:35 PM, lot of work to do but i’m not able to concentrate, $h@lin!
25/06/20, 1:11:16 PM, https://www.instagram.com/p/cbfnyxooyek/?igshid=cywj3e1ruvl8, $h@lin!
25/06/20, 2:12:26 PM, 😂😂😂, Mr. Buddy
25/06/20, 2:12:28 PM, me too, Mr. Buddy
25/06/20, 2:12:32 PM, after started playing, Mr. Buddy
25/06/20, 2:19:32 PM, it’s really very difficult, $h@lin!
25/06/20, 2:20:11 PM, somehow make up mind and sit for work but my phone looks at me🥺, $h@lin!
25/06/20, 2:20:28 PM, and again distracted, $h@lin!
25/06/20, 2:20:45 PM, 🤣🤣🤣🤣🤣, Mr. Buddy
25/06/20, 2:20:54 PM, three four years back, $h@lin!
25/06/20, 2:21:04 PM, while studying for exams, $h@lin!
25/06/20, 2:21:24 PM, same feeling, $h@lin!
25/06/20, 2:21:42 PM, 😂😂😂😂, Mr. Buddy
25/06/20, 2:22:09 PM, what if i become dumb, $h@lin!
25/06/20, 2:22:19 PM, or zombie, $h@lin!
‎25/06/20, 2:22:42 PM, ‎gif omitted, $h@lin!
‎25/06/20, 2:24:28 PM, ‎gif omitted, $h@lin!
25/06/20, 2:24:48 PM, when we have to come to office, $h@lin!
25/06/20, 2:28:46 PM, u have been lost somewhere 🤨, $h@lin!
25/06/20, 2:35:25 PM, in karnataka 10th exam happened tdy🙃, $h@lin!
25/06/20, 2:40:03 PM, y so happy abt it, Mr. Buddy
25/06/20, 2:40:26 PM, that is not happy face, $h@lin!
25/06/20, 2:41:54 PM, feels lazy to type also, $h@lin!
25/06/20, 2:58:39 PM, 😂😂😂😂😂, Mr. Buddy
25/06/20, 2:59:00 PM, i dunno this much english, Mr. Buddy
25/06/20, 3:03:39 PM, 🤨, $h@lin!
25/06/20, 3:03:57 PM, learn english in 30days, $h@lin!
25/06/20, 3:04:07 PM, purchase, $h@lin!
25/06/20, 3:10:50 PM, i don't have money, Mr. Buddy
25/06/20, 3:13:41 PM, dnt keep flower on my ear, $h@lin!
25/06/20, 3:14:01 PM, u have, $h@lin!
25/06/20, 3:14:15 PM, or wait! u get free online classes, $h@lin!
25/06/20, 3:14:17 PM, join, $h@lin!
25/06/20, 3:16:16 PM, i want🤤, $h@lin!
https://www.instagram.com/p/CBZ7TH5A64I/?igshid=1mxgduc0jr8bl,,,
25/06/20, 3:17:44 PM, 🤣🤣🤣, Mr. Buddy
25/06/20, 3:17:50 PM, editing professional level, Mr. Buddy
25/06/20, 3:18:01 PM, where, Mr. Buddy
25/06/20, 3:18:19 PM, ha, $h@lin!
25/06/20, 3:18:27 PM, ask google, $h@lin!
25/06/20, 3:18:54 PM, i want 😦, $h@lin!
25/06/20, 3:32:43 PM, 🍫🍫🍫🍫, Mr. Buddy
25/06/20, 3:34:32 PM, that is kit kat, $h@lin!
25/06/20, 3:34:44 PM, i want dairy milk and temptations too, $h@lin!
‎25/06/20, 3:36:19 PM, ‎gif omitted, $h@lin!
‎25/06/20, 3:55:41 PM, ‎gif omitted, Mr. Buddy
25/06/20, 3:57:42 PM, give, $h@lin!
25/06/20, 3:57:50 PM, i want real chocolate, $h@lin!
‎25/06/20, 3:58:09 PM, ‎gif omitted, Mr. Buddy
25/06/20, 3:58:21 PM, that is you, $h@lin!
25/06/20, 3:58:26 PM, i dnt want u, $h@lin!
25/06/20, 3:58:34 PM, i want chocolate, $h@lin!
‎25/06/20, 3:59:01 PM, ‎gif omitted, Mr. Buddy
25/06/20, 3:59:10 PM, 😦, $h@lin!
25/06/20, 3:59:19 PM, i said real one, $h@lin!
25/06/20, 3:59:22 PM, not in gif, $h@lin!
25/06/20, 3:59:31 PM, no emoji, $h@lin!
25/06/20, 3:59:34 PM, no pic, $h@lin!
25/06/20, 3:59:43 PM, i want real chocolate, $h@lin!
25/06/20, 4:30:48 PM, hey, $h@lin!
25/06/20, 4:31:54 PM, in individual chat... is there any difference?, $h@lin!
25/06/20, 4:32:58 PM, odigo, $h@lin!
25/06/20, 4:44:30 PM, i dunno, Mr. Buddy
25/06/20, 4:44:35 PM, i'm not sure, Mr. Buddy
25/06/20, 4:44:36 PM, y, Mr. Buddy
25/06/20, 4:45:05 PM, i dnt know how to test🥴, $h@lin!
25/06/20, 4:45:17 PM, there comes so many rules right?!, $h@lin!
25/06/20, 4:45:24 PM, ??!!??, Mr. Buddy
25/06/20, 4:45:33 PM, what rules, Mr. Buddy
25/06/20, 4:45:41 PM, only admin can chat!, $h@lin!
25/06/20, 4:45:53 PM, and it’s not coming in the individual chat panel, $h@lin!
25/06/20, 4:45:59 PM, but it’s coming in group chat, $h@lin!
25/06/20, 4:47:17 PM, if the receiver is in individual chat too then it should be received there also right?, $h@lin!
25/06/20, 5:05:50 PM, yess ha, Mr. Buddy
25/06/20, 5:06:05 PM, it should be received there also, Mr. Buddy
25/06/20, 5:06:52 PM, oh then that was a bug😱, $h@lin!
25/06/20, 5:06:59 PM, not requirement!, $h@lin!
25/06/20, 5:07:12 PM, may be, Mr. Buddy
25/06/20, 5:07:44 PM, u know peer2peer?, $h@lin!
25/06/20, 5:44:58 PM, in odigo?? yes, Mr. Buddy
25/06/20, 5:45:54 PM, what is that?, $h@lin!
25/06/20, 5:46:01 PM, why do we use?, $h@lin!
25/06/20, 6:02:27 PM, helloooooooooo, $h@lin!
25/06/20, 6:10:41 PM, one to one chat, Mr. Buddy
25/06/20, 6:27:23 PM, nothing but individual chat?, $h@lin!
25/06/20, 6:28:01 PM, even normal user can do chat with anyone in the group?, $h@lin!
25/06/20, 6:29:33 PM, no admin has to enable it, Mr. Buddy
25/06/20, 6:29:37 PM, then normal user can do, Mr. Buddy
25/06/20, 6:30:08 PM, right?, $h@lin!
25/06/20, 6:49:49 PM, ha, Mr. Buddy
25/06/20, 6:56:15 PM, go i hate you, $h@lin!
25/06/20, 6:56:34 PM, u are so busy these days🥺, $h@lin!
25/06/20, 6:56:52 PM, ha yes a bit, Mr. Buddy
25/06/20, 6:57:12 PM, not a bit🤨, $h@lin!
25/06/20, 6:57:36 PM, always busy, $h@lin!
‎25/06/20, 7:11:29 PM, MediaShared, $h@lin!
‎25/06/20, 7:11:30 PM, MediaShared, $h@lin!
‎25/06/20, 7:11:30 PM, MediaShared, $h@lin!
25/06/20, 7:28:10 PM, ohw u implemented???, Mr. Buddy
25/06/20, 7:28:14 PM, ‎you deleted this message., $h@lin!
25/06/20, 7:28:16 PM, did u see linked in🤣🤣🤣, $h@lin!
25/06/20, 7:28:25 PM, yes, $h@lin!
25/06/20, 7:29:05 PM, great man, Mr. Buddy
25/06/20, 7:29:14 PM, chat will become more useful, Mr. Buddy
25/06/20, 7:29:15 PM, actually it’s easy🤣, $h@lin!
25/06/20, 7:29:30 PM, yes, $h@lin!
25/06/20, 7:29:41 PM, ohw this only u r working, Mr. Buddy
25/06/20, 7:29:47 PM, ha, $h@lin!
25/06/20, 7:30:00 PM, simply experimenting on views, $h@lin!
25/06/20, 7:30:12 PM, but limitations are there, $h@lin!
25/06/20, 7:30:24 PM, have to do as per requirements only, $h@lin!
25/06/20, 7:31:07 PM, but this feature is good feature only na, Mr. Buddy
25/06/20, 7:31:17 PM, ha, $h@lin!
25/06/20, 7:31:26 PM, then navigating to links, Mr. Buddy
25/06/20, 7:31:29 PM, actually it should detect address also, $h@lin!
25/06/20, 7:31:36 PM, yes, $h@lin!
25/06/20, 7:32:45 PM, ha doing that also?!!, Mr. Buddy
25/06/20, 7:33:01 PM, on click on that link, $h@lin!
25/06/20, 7:33:05 PM, it ll redirect, $h@lin!
25/06/20, 7:33:15 PM, ohwww great, Mr. Buddy
25/06/20, 7:33:22 PM, actually if we make it as a url... on click it itself ll work, $h@lin!
25/06/20, 7:33:36 PM, then i think odigo will become a good app, Mr. Buddy
25/06/20, 7:33:40 PM, in android also its not there?, $h@lin!
25/06/20, 7:57:45 PM, 🤣🤣🤣true🤗, $h@lin!
https://www.instagram.com/p/CBU1lcjAI8j/?igshid=161bdmyglsmqu,,,
25/06/20, 7:59:50 PM, not payable, Mr. Buddy
25/06/20, 8:00:39 PM, not payable???, $h@lin!
25/06/20, 8:01:02 PM, 🤔 for which one, $h@lin!
25/06/20, 8:07:28 PM, playable, Mr. Buddy
25/06/20, 8:11:07 PM, https://www.instagram.com/p/cbu1lcjai8j/?igshid=yf8bn9x366cl, $h@lin!
25/06/20, 8:11:11 PM, this?, $h@lin!
‎25/06/20, 9:29:27 PM, MediaShared, $h@lin!
https://dl.flipkart.com/dl/motorola-g8-power-lite-royal-blue-64-gb/p/itm8a408329ff3d2?pid=MOBFZ5EXNSGJJ2ZR&cmpid=product.share.pp,,,
25/06/20, 9:52:22 PM, kept your hand inside something??, Mr. Buddy
25/06/20, 9:52:34 PM, going to buy??, Mr. Buddy
25/06/20, 9:52:56 PM, plate, $h@lin!
25/06/20, 9:53:03 PM, 😂😂😂, Mr. Buddy
25/06/20, 9:53:06 PM, ha to chikkapa, $h@lin!
25/06/20, 9:53:24 PM, i didn’t know it was heated, $h@lin!
25/06/20, 9:53:53 PM, ok?, $h@lin!
25/06/20, 9:55:10 PM, his current phone have some display issue.. so he was asking which one is good, $h@lin!
25/06/20, 9:55:23 PM, now no good phones are available, $h@lin!
25/06/20, 9:55:31 PM, below 15k, $h@lin!
25/06/20, 9:57:56 PM, but that moto new version na, Mr. Buddy
25/06/20, 9:59:30 PM, which u wanted to buy, $h@lin!
25/06/20, 9:59:56 PM, this one i dnt know, $h@lin!
http://dl.flipkart.com/dl/motorola-one-fusion-moonlight-white-128-gb/p/itm07749a481ee89?pid=MOBFRFXHHWBM6BRR&cmpid=product.share.pp,,,
25/06/20, 10:06:54 PM, nice, $h@lin!
25/06/20, 10:07:03 PM, actually this color is wow, $h@lin!
25/06/20, 10:10:20 PM, ha yes, Mr. Buddy
25/06/20, 10:10:22 PM, nice na, Mr. Buddy
25/06/20, 10:10:37 PM, hu, $h@lin!
25/06/20, 10:10:50 PM, buying?, $h@lin!
26/06/20, 12:00:54 AM, no, Mr. Buddy
26/06/20, 12:00:56 AM, costly, Mr. Buddy
26/06/20, 12:01:16 AM, this is costly???, $h@lin!
26/06/20, 12:02:22 AM, 17k, $h@lin!
26/06/20, 12:06:15 AM, then what about ps4🧐, $h@lin!
‎26/06/20, 12:50:28 AM, ‎gif omitted, $h@lin!
26/06/20, 1:00:49 AM, good night, Mr. Buddy
26/06/20, 1:00:52 AM, 🤗🤗🤗, Mr. Buddy
26/06/20, 1:01:26 AM, 🤗, $h@lin!
26/06/20, 1:06:46 AM, 🤗🤗🤗🤗, Mr. Buddy
26/06/20, 1:06:51 AM, very sleepy, Mr. Buddy
26/06/20, 1:06:51 AM, tc, Mr. Buddy
26/06/20, 1:09:20 AM, sleep sleep... dnt fall, $h@lin!
26/06/20, 1:09:59 AM, 🤗good sleep, $h@lin!
26/06/20, 9:48:08 AM, good morning, Mr. Buddy
26/06/20, 10:38:47 AM, good morning, $h@lin!
‎26/06/20, 10:39:35 AM, ‎gif omitted, $h@lin!
26/06/20, 12:11:50 PM, got up??, Mr. Buddy
26/06/20, 12:36:28 PM, yeah was went to bath, $h@lin!
26/06/20, 12:36:58 PM, eyes are hurting too much! dnt know not able to open 😑, $h@lin!
26/06/20, 2:12:05 PM, didn't sleep yesterda??!?, Mr. Buddy
26/06/20, 2:13:02 PM, slept early only, $h@lin!
26/06/20, 2:17:05 PM, then!??, Mr. Buddy
26/06/20, 2:17:14 PM, dnt know, $h@lin!
26/06/20, 2:17:23 PM, actually it’s like that from two days, $h@lin!
26/06/20, 2:17:44 PM, may be infection...., $h@lin!
26/06/20, 2:25:43 PM, 🥺🥺🥺🥺, Mr. Buddy
26/06/20, 2:27:24 PM, what if i loose my eyes😦, $h@lin!
26/06/20, 2:28:02 PM, i heard corona can spread through eyes also😧, $h@lin!
26/06/20, 2:35:29 PM, ha yes, Mr. Buddy
26/06/20, 2:35:38 PM, i also saw that news, Mr. Buddy
26/06/20, 2:37:01 PM, 🥺... if i loose i can’t u see again and i can’t talk to u 😒, $h@lin!
26/06/20, 2:38:19 PM, 😂😂😂😂😂😂, Mr. Buddy
26/06/20, 2:38:24 PM, nothing like that, Mr. Buddy
26/06/20, 2:39:25 PM, i can’t do anything 👀😑 and who ll marry me, $h@lin!
26/06/20, 2:40:12 PM, go to doctor, Mr. Buddy
26/06/20, 2:41:21 PM, it’s not safe know, $h@lin!
26/06/20, 2:41:26 PM, ha, Mr. Buddy
26/06/20, 2:41:35 PM, but eye doctor y issue, Mr. Buddy
26/06/20, 2:41:51 PM, 🤔true, $h@lin!
26/06/20, 2:42:03 PM, but to go hospital only it’s scary, $h@lin!
26/06/20, 2:42:09 PM, 😂, Mr. Buddy
26/06/20, 2:42:25 PM, u know a guy dead due to corona in my sister’s hospital, $h@lin!
26/06/20, 2:42:51 PM, in icu only..., $h@lin!
26/06/20, 2:42:50 PM, ohwww, Mr. Buddy
26/06/20, 2:43:04 PM, so it’s scary, $h@lin!
26/06/20, 2:43:47 PM, really it’s very dangerous how those ppl are working, $h@lin!
26/06/20, 2:44:22 PM, she was saying they take medications everyday in-out, $h@lin!
26/06/20, 2:44:47 PM, how is ur sister?, $h@lin!
26/06/20, 2:44:46 PM, ha i know, Mr. Buddy
26/06/20, 2:45:04 PM, any plan to come india?, $h@lin!
26/06/20, 2:45:23 PM, they can’t travel i guess! but how is situation there?, $h@lin!
26/06/20, 2:45:58 PM, here no corona, Mr. Buddy
26/06/20, 2:47:06 PM, what!!!, $h@lin!
26/06/20, 2:47:09 PM, no cases??, $h@lin!
26/06/20, 2:47:11 PM, great, $h@lin!
26/06/20, 2:47:13 PM, haa, Mr. Buddy
26/06/20, 2:47:23 PM, in hosur?, $h@lin!
26/06/20, 2:47:33 PM, i'll check, Mr. Buddy
26/06/20, 2:47:44 PM, check corona??, $h@lin!
26/06/20, 2:48:01 PM, i asked about ur sister 😂, $h@lin!
26/06/20, 2:49:28 PM, haa like banglr only, Mr. Buddy
26/06/20, 2:50:27 PM, in hosur?, $h@lin!
26/06/20, 2:51:31 PM, normal, Mr. Buddy
26/06/20, 2:52:32 PM, 😦, $h@lin!
26/06/20, 2:52:38 PM, border?, $h@lin!
26/06/20, 2:52:41 PM, opened!, $h@lin!
26/06/20, 2:52:55 PM, in karnataka they are not ready to do lockdown again!, $h@lin!
26/06/20, 4:39:35 PM, ajay sir called, $h@lin!
26/06/20, 4:39:48 PM, in calibrat they have changed the server?, $h@lin!
26/06/20, 5:17:32 PM, 😂, $h@lin!
https://www.instagram.com/p/CB5LDOPoY76/?igshid=7zy50gu8kgy,,,
26/06/20, 7:48:49 PM, hey, $h@lin!
26/06/20, 7:56:06 PM, 😂😂😂😂, Mr. Buddy
26/06/20, 7:56:37 PM, true, $h@lin!
26/06/20, 7:56:47 PM, u have iphone with u now, $h@lin!
26/06/20, 7:56:57 PM, can u check calibrat is available, $h@lin!
26/06/20, 7:57:05 PM, tomorrow i can do, Mr. Buddy
26/06/20, 7:57:26 PM, dude😦, $h@lin!
26/06/20, 7:57:34 PM, just to check, $h@lin!
26/06/20, 8:00:11 PM, u have i phone na, Mr. Buddy
26/06/20, 8:00:14 PM, check in that, Mr. Buddy
26/06/20, 8:11:19 PM, i do, $h@lin!
26/06/20, 8:11:42 PM, but to check in iphone x, $h@lin!
26/06/20, 8:12:03 PM, not just to check... to open and check the screens, $h@lin!
26/06/20, 8:12:42 PM, sorry can't do now, Mr. Buddy
26/06/20, 8:12:59 PM, ok dnt do, $h@lin!
26/06/20, 8:13:01 PM, thanks, $h@lin!
26/06/20, 10:23:41 PM, go i hate you 😡, $h@lin!
26/06/20, 10:24:05 PM, dnt talk to me, $h@lin!
26/06/20, 10:46:44 PM, okie, Mr. Buddy
26/06/20, 10:46:59 PM, 😡, $h@lin!
26/06/20, 10:47:06 PM, not ok, $h@lin!
26/06/20, 11:12:25 PM, okieee, Mr. Buddy
26/06/20, 11:12:41 PM, ok?, $h@lin!
26/06/20, 11:12:57 PM, ok to not to talk to me???????????, $h@lin!
26/06/20, 11:14:29 PM, for this, Mr. Buddy
26/06/20, 11:15:01 PM, then this? for!?!!, $h@lin!
26/06/20, 11:15:08 PM, this, Mr. Buddy
26/06/20, 11:15:31 PM, 😡, $h@lin!
26/06/20, 11:15:37 PM, yes i hate you, $h@lin!
‎26/06/20, 11:16:54 PM, ‎gif omitted, $h@lin!
26/06/20, 11:46:47 PM, 😶, Mr. Buddy
26/06/20, 11:46:58 PM, 😡, $h@lin!
26/06/20, 11:47:15 PM, say it now, $h@lin!
26/06/20, 11:59:37 PM, say what, Mr. Buddy
26/06/20, 11:59:50 PM, 😡, $h@lin!
26/06/20, 11:59:55 PM, i don’t know, $h@lin!
27/06/20, 12:00:18 AM, ??, Mr. Buddy
27/06/20, 12:02:05 AM, that i’m distrubing u, $h@lin!
27/06/20, 12:02:14 AM, and u are not interested to talk, $h@lin!
27/06/20, 12:03:12 AM, nothing like that, Mr. Buddy
27/06/20, 12:05:39 AM, no, $h@lin!
27/06/20, 12:05:44 AM, it’s like that, $h@lin!
27/06/20, 12:05:54 AM, so say, $h@lin!
27/06/20, 12:07:35 AM, no, Mr. Buddy
27/06/20, 12:07:55 AM, it’s ok, $h@lin!
27/06/20, 12:10:35 AM, nothing like that, Mr. Buddy
27/06/20, 12:12:33 AM, ok, $h@lin!
27/06/20, 1:51:19 AM, i hate you 😡, $h@lin!
27/06/20, 1:51:34 AM, good night take care, $h@lin!
27/06/20, 1:51:45 AM, didn't sleep, Mr. Buddy
27/06/20, 1:52:27 AM, u not slept yet?, $h@lin!
27/06/20, 1:52:51 AM, was watching koffee with karan, $h@lin!
27/06/20, 1:55:46 AM, ohwww, Mr. Buddy
27/06/20, 1:55:47 AM, ok, Mr. Buddy
27/06/20, 1:55:54 AM, no, Mr. Buddy
27/06/20, 1:58:02 AM, playing?, $h@lin!
27/06/20, 1:59:07 AM, or any good news... new gf🤪, $h@lin!
27/06/20, 2:06:10 AM, no, Mr. Buddy
27/06/20, 2:06:14 AM, youtube, Mr. Buddy
27/06/20, 10:44:13 AM, no problem, $h@lin!
27/06/20, 10:46:47 AM, good morning 🙃, $h@lin!
27/06/20, 1:06:39 PM, good morning, Mr. Buddy
27/06/20, 1:07:45 PM, it’s afternoon, $h@lin!
27/06/20, 1:07:56 PM, got up this late😱, $h@lin!
27/06/20, 1:24:19 PM, ha yes, Mr. Buddy
27/06/20, 1:24:21 PM, you?, Mr. Buddy
27/06/20, 1:26:06 PM, app got rejected, $h@lin!
27/06/20, 1:26:12 PM, so had to got up, $h@lin!
27/06/20, 1:44:05 PM, y what happened, Mr. Buddy
27/06/20, 1:45:15 PM, i have already given the access code but they wanted for id verification too, $h@lin!
27/06/20, 1:45:49 PM, ‎you deleted this message., $h@lin!
27/06/20, 1:46:28 PM, so just updated and submitted again, $h@lin!
27/06/20, 1:52:12 PM, https://www.instagram.com/tv/cb7xmehfvlm/?igshid=1tuio3t68ti4s, $h@lin!
27/06/20, 4:14:38 PM, so busy macha🥺, $h@lin!
27/06/20, 4:18:41 PM, dnt come and say... 🧔🏻💬nothing like that/ sleeping/ playing/ watching something/ sabbaths......... none of these are acceptable 📵, $h@lin!
27/06/20, 4:27:58 PM, u said u have work, Mr. Buddy
27/06/20, 4:31:10 PM, 😱😱😱😱😱, $h@lin!
27/06/20, 4:31:13 PM, when, $h@lin!
27/06/20, 4:32:08 PM, 🤨 i told it’s done no, $h@lin!
27/06/20, 4:32:59 PM, what's his name, Mr. Buddy
27/06/20, 4:34:25 PM, whose name?, $h@lin!
27/06/20, 4:35:12 PM, 🧔🏻? it’s u😂😂😂, $h@lin!
27/06/20, 4:35:44 PM, that guy on that ad, Mr. Buddy
27/06/20, 4:35:45 PM, ? danish sait, $h@lin!
27/06/20, 4:35:53 PM, real name?, Mr. Buddy
27/06/20, 4:35:56 PM, yes, $h@lin!
27/06/20, 4:36:08 PM, that is christian name?, $h@lin!
27/06/20, 4:37:07 PM, yes kind of, Mr. Buddy
27/06/20, 4:37:12 PM, roman catholic i guess, Mr. Buddy
27/06/20, 4:37:34 PM, 😯, $h@lin!
27/06/20, 4:38:12 PM, talented guy, $h@lin!
27/06/20, 5:05:19 PM, q, Mr. Buddy
27/06/20, 5:05:43 PM, i like his humour, $h@lin!
27/06/20, 6:08:32 PM, u know how to remove the connection without going to the profile in linkedin?, $h@lin!
27/06/20, 6:09:00 PM, i dunno, Mr. Buddy
27/06/20, 6:09:04 PM, why, Mr. Buddy
27/06/20, 6:10:03 PM, i thought there is nothing in linkedin so accepted request and started getting messages! seriously in linkedin!!!, $h@lin!
‎27/06/20, 6:10:17 PM, MediaShared, $h@lin!
27/06/20, 6:10:18 PM, 🤣🤣🤣🤣, Mr. Buddy
27/06/20, 6:10:34 PM, there ll be no pics only, $h@lin!
27/06/20, 6:10:53 PM, 🤣🤣🤣, Mr. Buddy
27/06/20, 6:12:28 PM, in linkedin there is no option to remove connection and to block, $h@lin!
27/06/20, 6:12:46 PM, actually u should see in insta.., $h@lin!
27/06/20, 6:13:06 PM, ohwww, Mr. Buddy
27/06/20, 6:13:45 PM, 😟, $h@lin!
27/06/20, 6:14:05 PM, 🤣🤣🤣, Mr. Buddy
27/06/20, 6:18:16 PM, linkedin has very less options, $h@lin!
27/06/20, 6:19:21 PM, in mobile app, $h@lin!
27/06/20, 6:20:03 PM, 🤣🤣🤣, Mr. Buddy
‎27/06/20, 6:21:20 PM, ‎MediaShared, $h@lin!
27/06/20, 6:21:27 PM, why u laughing, $h@lin!
27/06/20, 6:27:08 PM, i hate you, $h@lin!
27/06/20, 6:27:22 PM, i’m angry on you, $h@lin!
27/06/20, 6:27:36 PM, i only have to say i’m angry 😤, $h@lin!
27/06/20, 7:13:42 PM, 🤗🤗🤗, Mr. Buddy
27/06/20, 7:13:50 PM, don't be angry on me, Mr. Buddy
27/06/20, 7:13:52 PM, p, Mr. Buddy
27/06/20, 7:13:53 PM, l, Mr. Buddy
27/06/20, 7:13:53 PM, s, Mr. Buddy
27/06/20, 7:14:48 PM, why i shouldn’t be angry on u, $h@lin!
27/06/20, 7:15:32 PM, simply, Mr. Buddy
27/06/20, 7:15:52 PM, then i ll be angry simply😏, $h@lin!
27/06/20, 7:17:01 PM, ok, Mr. Buddy
27/06/20, 7:17:07 PM, ok, $h@lin!
27/06/20, 7:17:10 PM, 😡, $h@lin!
27/06/20, 7:17:15 PM, not ok, $h@lin!
27/06/20, 7:35:49 PM, y not ok, Mr. Buddy
27/06/20, 7:36:18 PM, because, $h@lin!
27/06/20, 7:38:05 PM, i dnt want be angry on u, $h@lin!
27/06/20, 7:39:26 PM, then don't be, Mr. Buddy
27/06/20, 7:40:11 PM, 🥺, $h@lin!
27/06/20, 7:40:18 PM, i don’t know, $h@lin!
‎27/06/20, 7:42:01 PM, ‎gif omitted, $h@lin!
27/06/20, 7:42:40 PM, this is how it ll be after years?!, $h@lin!
27/06/20, 7:43:34 PM, why, Mr. Buddy
27/06/20, 7:43:56 PM, ha like we talk very rarely, $h@lin!
27/06/20, 7:46:33 PM, ha ha no, Mr. Buddy
27/06/20, 7:48:22 PM, 😏, $h@lin!
27/06/20, 7:54:19 PM, yes, $h@lin!
27/06/20, 11:03:20 PM, hello, Mr. Buddy
27/06/20, 11:03:22 PM, how are you, Mr. Buddy
27/06/20, 11:03:33 PM, very very, $h@lin!
27/06/20, 11:03:35 PM, b, $h@lin!
27/06/20, 11:03:37 PM, a, $h@lin!
27/06/20, 11:03:40 PM, d, $h@lin!
27/06/20, 11:04:15 PM, y, Mr. Buddy
27/06/20, 11:04:17 PM, what happened, Mr. Buddy
27/06/20, 11:04:27 PM, app rejected again?!!, Mr. Buddy
27/06/20, 11:05:06 PM, i don’t know, $h@lin!
27/06/20, 11:05:13 PM, y, Mr. Buddy
27/06/20, 11:05:20 PM, i didn’t check, $h@lin!
27/06/20, 11:07:43 PM, y suddenly calibrate, Mr. Buddy
27/06/20, 11:07:57 PM, it’s still in review state, $h@lin!
27/06/20, 11:08:08 PM, they have changed the server, $h@lin!
27/06/20, 11:08:18 PM, ok so, Mr. Buddy
27/06/20, 11:08:30 PM, they have changed the domain name, $h@lin!
27/06/20, 11:08:47 PM, and i had done changed for ios13 and some database update, $h@lin!
27/06/20, 11:12:25 PM, ios 14 got released na i guess, Mr. Buddy
27/06/20, 11:15:31 PM, not yet, $h@lin!
27/06/20, 11:15:39 PM, ohwww ok, Mr. Buddy
27/06/20, 11:15:57 PM, the issue is not about that, $h@lin!
27/06/20, 11:20:04 PM, then, Mr. Buddy
27/06/20, 11:24:53 PM, they wanted this value, $h@lin!
‎27/06/20, 11:24:58 PM, MediaShared, $h@lin!
27/06/20, 11:25:13 PM, because f this, Mr. Buddy
27/06/20, 11:25:17 PM, i had given access code, $h@lin!
27/06/20, 11:25:31 PM, but still they want these values also, $h@lin!
27/06/20, 11:26:44 PM, i updated this values also, $h@lin!
27/06/20, 11:31:01 PM, and submitted..., $h@lin!
27/06/20, 11:31:03 PM, will see, $h@lin!
27/06/20, 11:31:27 PM, ohwww, Mr. Buddy
27/06/20, 11:31:39 PM, this is not the reason, $h@lin!
27/06/20, 11:31:55 PM, i’m just angry on u, $h@lin!
27/06/20, 11:32:38 PM, y, Mr. Buddy
27/06/20, 11:33:27 PM, dnt know, $h@lin!
27/06/20, 11:33:43 PM, feels like u have gone somewhere 🧐, $h@lin!
27/06/20, 11:33:57 PM, 🤣🤣🤣, Mr. Buddy
27/06/20, 11:35:59 PM, excuse me, $h@lin!
27/06/20, 11:36:07 PM, this was not a joke, $h@lin!
27/06/20, 11:37:53 PM, yyy, Mr. Buddy
27/06/20, 11:38:07 PM, because this is not joke, $h@lin!
27/06/20, 11:38:22 PM, how dare you, $h@lin!
27/06/20, 11:40:44 PM, yes i'm in hosur, Mr. Buddy
‎27/06/20, 11:42:02 PM, MediaShared, $h@lin!
27/06/20, 11:42:22 PM, come to hassan, $h@lin!
27/06/20, 11:42:37 PM, to give flowers, Mr. Buddy
27/06/20, 11:42:41 PM, 🤣🤣🤣🤣, $h@lin!
27/06/20, 11:42:43 PM, no, $h@lin!
27/06/20, 11:42:49 PM, how fast he is, $h@lin!
27/06/20, 11:43:00 PM, and see that is russian actress, $h@lin!
27/06/20, 11:43:23 PM, how could she fall for him😱, $h@lin!
27/06/20, 11:43:55 PM, to catch a girl 🤣🤣 but baby before marriage 😂😂🤣, $h@lin!
27/06/20, 11:44:28 PM, it’s all talent, $h@lin!
27/06/20, 11:44:31 PM, he has money, Mr. Buddy
27/06/20, 11:44:37 PM, money???, $h@lin!
27/06/20, 11:44:44 PM, he is just a cricketer, $h@lin!
27/06/20, 11:44:55 PM, not business man, $h@lin!
